

    NODE   SXX         SYY         SZZ         SXY         SYZ         SZX  
     196  -0.10042E+003  -0.29430E-001   0.13137E-001  -0.13488E+000   0.19411E-002   0.16039E-001
     197  -0.10042E+003  -0.26066E-001   0.15944E-001  -0.12377E+000   0.15149E-002   0.13522E-001
     198  -0.10042E+003  -0.22701E-001   0.18751E-001  -0.11266E+000  -0.24067E-012  -0.54477E-012
     199  -0.10042E+003  -0.26066E-001   0.15944E-001  -0.12377E+000  -0.15149E-002  -0.13522E-001
     200  -0.10042E+003  -0.29430E-001   0.13137E-001  -0.13488E+000  -0.19411E-002  -0.16039E-001
     201  -0.99961E+002  -0.11697E+000  -0.16866E-002  -0.23812E+000   0.91533E-005  -0.65269E-003
     202  -0.99966E+002  -0.10486E+000  -0.96347E-003  -0.22417E+000   0.27041E-003  -0.78993E-004
     203  -0.99970E+002  -0.92747E-001  -0.24040E-003  -0.21021E+000  -0.28954E-012  -0.85292E-012
     204  -0.99966E+002  -0.10486E+000  -0.96347E-003  -0.22417E+000  -0.27041E-003   0.78993E-004
     205  -0.99961E+002  -0.11697E+000  -0.16866E-002  -0.23812E+000  -0.91533E-005   0.65269E-003
     206  -0.99729E+002  -0.16996E+000  -0.48846E-002  -0.15583E+000   0.10247E-002  -0.22813E-002
     207  -0.99737E+002  -0.15334E+000  -0.46233E-002  -0.14796E+000   0.76596E-003  -0.16960E-002
     208  -0.99746E+002  -0.13672E+000  -0.43621E-002  -0.14010E+000  -0.22131E-012  -0.71282E-012
     209  -0.99737E+002  -0.15334E+000  -0.46233E-002  -0.14796E+000  -0.76596E-003   0.16960E-002
     210  -0.99729E+002  -0.16996E+000  -0.48846E-002  -0.15583E+000  -0.10247E-002   0.22813E-002
     211  -0.99729E+002  -0.16996E+000  -0.48846E-002   0.15583E+000  -0.10247E-002  -0.22813E-002
     212  -0.99737E+002  -0.15334E+000  -0.46233E-002   0.14796E+000  -0.76596E-003  -0.16960E-002
     213  -0.99746E+002  -0.13672E+000  -0.43621E-002   0.14010E+000  -0.16995E-012  -0.99561E-012
     214  -0.99737E+002  -0.15334E+000  -0.46233E-002   0.14796E+000   0.76596E-003   0.16960E-002
     215  -0.99729E+002  -0.16996E+000  -0.48846E-002   0.15583E+000   0.10247E-002   0.22813E-002
     216  -0.99961E+002  -0.11697E+000  -0.16866E-002   0.23812E+000  -0.91533E-005  -0.65269E-003
     217  -0.99966E+002  -0.10486E+000  -0.96347E-003   0.22417E+000  -0.27041E-003  -0.78993E-004
     218  -0.99970E+002  -0.92747E-001  -0.24040E-003   0.21021E+000  -0.62996E-014  -0.11646E-011
     219  -0.99966E+002  -0.10486E+000  -0.96347E-003   0.22417E+000   0.27041E-003   0.78993E-004
     220  -0.99961E+002  -0.11697E+000  -0.16866E-002   0.23812E+000   0.91533E-005   0.65269E-003
     221  -0.10042E+003  -0.29430E-001   0.13137E-001   0.13488E+000  -0.19411E-002   0.16039E-001
     222  -0.10042E+003  -0.26066E-001   0.15944E-001   0.12377E+000  -0.15149E-002   0.13522E-001
     223  -0.10042E+003  -0.22701E-001   0.18751E-001   0.11266E+000  -0.12781E-012  -0.20034E-011
     224  -0.10042E+003  -0.26066E-001   0.15944E-001   0.12377E+000   0.15149E-002  -0.13522E-001
     225  -0.10042E+003  -0.29430E-001   0.13137E-001   0.13488E+000   0.19411E-002  -0.16039E-001
     226  -0.10082E+003   0.47184E-001  -0.52631E-002  -0.16708E+000   0.24410E-002   0.46186E-001
     227  -0.10086E+003   0.61175E-001   0.92548E-002  -0.14988E+000   0.42677E-002   0.41674E-001
     228  -0.10090E+003   0.75165E-001   0.23773E-001  -0.13267E+000  -0.25367E-012  -0.45705E-012
     229  -0.10086E+003   0.61175E-001   0.92548E-002  -0.14988E+000  -0.42677E-002  -0.41674E-001
     230  -0.10082E+003   0.47184E-001  -0.52631E-002  -0.16708E+000  -0.24410E-002  -0.46186E-001
     231  -0.10046E+003   0.79607E-001  -0.18826E-002  -0.20464E+000   0.10313E-001   0.31742E-001
     232  -0.10049E+003   0.98462E-001   0.11103E-001  -0.18421E+000   0.94308E-002   0.28461E-001
     233  -0.10053E+003   0.11732E+000   0.24090E-001  -0.16377E+000  -0.23038E-012  -0.48243E-012
     234  -0.10049E+003   0.98462E-001   0.11103E-001  -0.18421E+000  -0.94308E-002  -0.28461E-001
     235  -0.10046E+003   0.79607E-001  -0.18826E-002  -0.20464E+000  -0.10313E-001  -0.31742E-001
     236  -0.99846E+002   0.15854E+000  -0.34448E-002  -0.21279E+000   0.13029E-001   0.11915E-001
